name,date,price,maxp,minp,qty,opnp
WHAIR,2026-05-25,7.5,7.5,7.45,264246,7.5
TFFIF,2026-05-25,6.7,6.7,6.6,2553469,6.6
WHAIR,2026-05-26,7.5,7.5,7.45,2127336,7.45
TFFIF,2026-05-26,6.65,6.7,6.65,4665680,6.7
WHAIR,2026-05-27,7.5,7.5,7.45,359132,7.45
TFFIF,2026-05-27,6.55,6.6,6.5,4440101,6.55
WHAIR,2026-05-28,7.4,7.5,7.4,194962,7.45
TFFIF,2026-05-28,6.5,6.55,6.5,2138813,6.55
WHAIR,2026-05-29,7.5,7.5,7.4,235420,7.4
TFFIF,2026-05-29,6.55,6.55,6.5,907256,6.5
TFFIF,2026-06-02,6.55,6.55,6.5,1962862,6.55
WHAIR,2026-06-02,7.45,7.5,7.4,662266,7.5
WHAIR,2026-06-04,7.5,7.5,7.45,445345,7.5
TFFIF,2026-06-04,6.6,6.6,6.55,3112218,6.55
TFFIF,2026-06-05,6.65,6.65,6.6,1368820,6.6
WHAIR,2026-06-05,7.45,7.5,7.4,511704,7.5
WHAIR,2026-06-08,7.45,7.5,7.4,367672,7.45
TFFIF,2026-06-08,6.6,6.65,6.55,1309369,6.6
WHAIR,2026-06-09,7.45,7.5,7.4,1417200,7.45
TFFIF,2026-06-09,6.55,6.65,6.55,1568943,6.6
WHAIR,2026-06-10,7.4,7.5,7.4,815102,7.4
TFFIF,2026-06-10,6.55,6.6,6.55,1139721,6.55
WHAIR,2026-06-11,7.45,7.45,7.4,774738,7.4
TFFIF,2026-06-11,6.55,6.6,6.55,2782197,6.6
WHAIR,2026-06-12,7.45,7.45,7.4,609515,7.45
TFFIF,2026-06-12,6.55,6.6,6.55,5531232,6.6
TFFIF,2026-06-15,6.6,6.6,6.55,1802900,6.6
WHAIR,2026-06-15,7.5,7.5,7.4,703268,7.45
WHAIR,2026-06-16,7.55,7.55,7.45,714488,7.45
TFFIF,2026-06-16,6.7,6.7,6.6,3968108,6.6
WHAIR,2026-06-17,7.55,7.55,7.5,383882,7.5
TFFIF,2026-06-17,6.6,6.7,6.6,3154719,6.7
WHAIR,2026-06-18,7.55,7.55,7.5,843807,7.55
TFFIF,2026-06-18,6.7,6.7,6.6,1999831,6.6
WHAIR,2026-06-19,7.55,7.55,7.5,490581,7.55
TFFIF,2026-06-19,6.65,6.7,6.65,8071387,6.7
WHAIR,2026-06-22,7.65,7.65,7.55,1096011,7.55
TFFIF,2026-06-22,6.65,6.7,6.65,2409792,6.65
WHAIR,2026-06-23,7.65,7.7,7.65,694942,7.65
TFFIF,2026-06-23,6.65,6.7,6.65,3974668,6.65
TFFIF,2026-06-24,6.65,6.7,6.65,4481757,6.65
WHAIR,2026-06-24,7.7,7.7,7.65,171011,7.65
WHAIR,2026-06-25,7.7,7.75,7.7,527112,7.7
TFFIF,2026-06-25,6.75,6.75,6.65,3802217,6.7
WHAIR,2026-06-26,7.7,7.75,7.65,203967,7.7
